policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tm_tw_refined,20265070,100,20,2,0.0,0.45,0.0,support_gated_offline_low_rank,0.5,0.25,beta,20.0,0.1,0.95,True,4926.229390876503,492622.93908765033,523575.5737957047,94.08822025755315,30952.634708054364,0.68,0.86,0.08668434373072027,3.0398851941783774e-07,0.7037695000000213,tm_tw_refined_support_gated_offline_low_rank_best_beta,context_noise_refinement
tm_tw_refined,20265071,100,20,2,0.0,0.45,0.0,support_gated_offline_low_rank,0.5,0.25,beta,20.0,0.1,0.95,True,10938.391233993281,1093839.1233993282,1373210.7053811916,79.65559248212297,279371.58198186336,0.46,0.66,0.08644001062691399,3.037866277401168e-07,0.7068293750000407,tm_tw_refined_support_gated_offline_low_rank_best_beta,context_noise_refinement
tm_tw_refined,20265072,100,20,2,0.0,0.45,0.0,support_gated_offline_low_rank,0.5,0.25,beta,20.0,0.1,0.95,True,7391.002013889575,739100.2013889576,1019988.1855470927,72.461643366244,280887.98415813514,0.49,0.71,0.08917118659718105,3.0372355953879646e-07,0.7034737910000217,tm_tw_refined_support_gated_offline_low_rank_best_beta,context_noise_refinement
tm_tw_refined,20265073,100,20,2,0.0,0.45,0.0,support_gated_offline_low_rank,0.5,0.25,beta,20.0,0.1,0.95,True,7365.846980362132,736584.6980362132,816976.2002173548,90.15987220193763,80391.50218114164,0.48,0.78,0.07717593136639378,3.113119329381638e-07,0.7044906250000054,tm_tw_refined_support_gated_offline_low_rank_best_beta,context_noise_refinement
tm_tw_refined,20265074,100,20,2,0.0,0.45,0.0,support_gated_offline_low_rank,0.5,0.25,beta,20.0,0.1,0.95,True,7508.191230615516,750819.1230615516,745256.057270538,100.74646368006563,-5563.065791013651,0.68,0.87,0.08346269978539521,3.062631120576027e-07,0.7035592919999658,tm_tw_refined_support_gated_offline_low_rank_best_beta,context_noise_refinement
tm_tw_refined,20263497,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7408.455501727027,740845.5501727026,1000389.2990078538,74.05572519692521,259543.7488351512,0.46,0.73,0.0923198007246186,3.0537448510915253e-07,0.5879936669999921,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263498,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9026.626532510569,902662.6532510568,997084.5266944276,90.53020371739176,94421.87344337092,0.66,0.77,0.0797157790119905,3.111245469000445e-07,0.5831142499999942,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263499,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9128.652789970369,912865.2789970367,1271176.5304239923,71.81262847045774,358311.25142695545,0.45,0.74,0.0872463086699694,3.062132104260013e-07,0.5800396249999977,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263500,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,9133.97390188925,913397.3901889251,962341.4227591101,94.91406777130527,48944.03257018502,0.74,0.89,0.0886302945823355,3.0707336830365665e-07,0.5695941669999911,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263501,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7001.710716935562,700171.0716935563,779617.9361438056,89.80951299771087,79446.86445024936,0.63,0.85,0.08579867938041136,3.065698953809827e-07,0.5680942909999658,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263502,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3947.801111634484,394780.1111634484,487650.94438889227,80.95546942048344,92870.83322544384,0.5,0.78,0.0920418674643086,2.985208654396425e-07,0.568456875000038,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263503,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7442.044024980796,744204.4024980796,1146255.0087313156,64.92485501300196,402050.60623323603,0.4,0.55,0.07805306823218552,3.057991529999808e-07,0.5669630840000082,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263504,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4597.925648207509,459792.56482075085,838623.3999689103,54.8270612098108,378830.8351481594,0.26,0.48,0.09001138987526036,3.0858679645078983e-07,0.5731380839999929,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263505,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7912.092597461159,791209.2597461159,879141.6313327753,89.99792883731894,87932.37158665946,0.64,0.77,0.08355827653456067,3.0214112733374865e-07,0.5726534169999695,tm_tw_refined_support_offline,context_noise_refinement
tm_tw_refined,20263506,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6195.0591853019005,619505.91853019,685860.6312795085,90.32533583017728,66354.71274931845,0.56,0.78,0.0798705457067565,3.114334501888611e-07,0.572517457999993,tm_tw_refined_support_offline,context_noise_refinement
tm_tw,20262669,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2265.102830179004,226510.2830179004,911545.966036753,24.849024783986334,685035.6830188526,0.12,0.42,0.0902359104247862,2.980131127090387e-07,0.5881593339999966,tm_tw_support_offline,context_noise_refinement
tm_tw,20262670,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7032.941652223818,703294.1652223818,991665.188331494,70.92052574777733,288371.02310911217,0.46,0.61,0.0939190251774483,3.0815792134130425e-07,0.5822045000000031,tm_tw_support_offline,context_noise_refinement
tm_tw,20262671,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,12913.069929151829,1291306.9929151826,1391364.7029524168,92.80866405300378,100057.71003723424,0.63,0.83,0.0893791814064693,3.170637470204928e-07,0.5827539579999979,tm_tw_support_offline,context_noise_refinement
tm_tw,20262672,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5208.699507056157,520869.95070561575,991056.420240715,52.55704317813743,470186.4695350993,0.31,0.67,0.08830897406494104,3.088212946444547e-07,0.5712105840000277,tm_tw_support_offline,context_noise_refinement
tm_tw,20262673,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6822.0017871892105,682200.178718921,822253.8738707853,82.96709816731453,140053.69515186432,0.47,0.7,0.08842579199487147,3.2163102789724085e-07,0.5672359999999799,tm_tw_support_offline,context_noise_refinement
tm_tw,20262674,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3311.058535493613,331105.8535493613,538396.5917048913,61.49850475480884,207290.73815553,0.37,0.67,0.08993941003699644,3.0469271238092125e-07,0.5686220000000048,tm_tw_support_offline,context_noise_refinement
tm_tw,20262675,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8928.216590137015,892821.6590137016,1255852.6062309225,71.09286986259056,363030.9472172209,0.5,0.68,0.09048479601284401,2.955429778889367e-07,0.5729098749999935,tm_tw_support_offline,context_noise_refinement
tm_tw,20262676,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8290.970634058705,829097.0634058705,1177260.7143270245,70.42595181474478,348163.65092115407,0.44,0.72,0.08594649268193638,3.1769688633179967e-07,0.5758713750000197,tm_tw_support_offline,context_noise_refinement
tm_tw,20262677,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5893.319574156332,589331.9574156333,865105.931639677,68.1225195507149,275773.9742240438,0.42,0.64,0.09122508891009447,3.096233993715124e-07,0.5754903750000153,tm_tw_support_offline,context_noise_refinement
tm_tw,20262678,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5059.112097102628,505911.2097102628,763377.6665942173,66.27272867011789,257466.45688395452,0.4,0.69,0.08291588922436981,2.9832198970746325e-07,0.581331041999988,tm_tw_support_offline,context_noise_refinement
tw,20261245,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6499.183784729091,649918.3784729091,911996.464045145,71.2632563935837,262078.08557223587,0.35,0.67,0.2365721887486101,0.025354987618183,0.5821390830000013,tw_dense,context_noise_refinement
tw,20261246,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6815.412777574013,681541.2777574012,1025854.2875107096,66.43646042667498,344313.00975330826,0.4,0.61,0.2302390025778468,0.0243966951973371,0.5795493749999991,tw_dense,context_noise_refinement
tw,20261247,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5748.354942905334,574835.4942905334,1300102.8854820132,44.21461568231295,725267.3911914799,0.34,0.64,0.2400861873860249,0.0244682640231855,0.5765059579999985,tw_dense,context_noise_refinement
tw,20261248,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4731.218392238662,473121.83922386623,959887.8963111632,49.28928065892563,486766.05708729697,0.37,0.64,0.23033308864107405,0.024381376944501053,0.5777583330000198,tw_dense,context_noise_refinement
tw,20261249,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4184.320699962543,418432.0699962543,835086.6342468426,50.10642642767652,416654.5642505883,0.29,0.66,0.23320218326348868,0.024055287437241786,0.5756821250000144,tw_dense,context_noise_refinement
tw,20261250,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2177.589335459804,217758.9335459804,523465.9939299137,41.599442193208816,305707.06038393325,0.25,0.45,0.2274201205014807,0.023363952856463553,0.5649480420000259,tw_dense,context_noise_refinement
tw,20261251,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7744.482733098178,774448.2733098178,1242089.312490436,62.350449804371934,467641.03918061825,0.35,0.58,0.23187477582759625,0.025670895319611437,0.5666690830000221,tw_dense,context_noise_refinement
tw,20261252,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3848.597340690405,384859.7340690405,873752.1466094418,44.046785528650474,488892.41254040133,0.24,0.44,0.23807286700355632,0.024842622783778273,0.566818000000012,tw_dense,context_noise_refinement
tw,20261253,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5041.048300791841,504104.83007918415,820305.6953362927,61.45328905372542,316200.8652571086,0.29,0.61,0.2266832650543565,0.025144169944811886,0.5715215000000171,tw_dense,context_noise_refinement
tw,20261254,100,20,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5510.805126116179,551080.5126116179,786511.7232887417,70.06640794968888,235431.21067712374,0.43,0.66,0.2387282822263452,0.024818084554532487,0.573003166000035,tw_dense,context_noise_refinement
tw,20262069,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6849.0508955015775,684905.0895501578,969734.1969207426,70.62812590552953,284829.10737058485,0.42,0.74,0.1584474401981611,0.0186143382165598,0.5772462500000017,tw_gated_offline,context_noise_refinement
tw,20262070,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4900.897185048241,490089.71850482415,870662.0963200126,56.289313681652594,380572.3778151884,0.36,0.55,0.1700101919337004,0.018864659663769,0.5729970830000042,tw_gated_offline,context_noise_refinement
tw,20262071,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,10208.655518385038,1020865.5518385038,1433614.5635305806,71.20920628236402,412749.0116920768,0.51,0.7,0.152099379818584,0.0182946052910583,0.5778860839999993,tw_gated_offline,context_noise_refinement
tw,20262072,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6928.7350291476305,692873.502914763,850479.0582797619,81.46861420858701,157605.55536499887,0.58,0.74,0.16642537360157456,0.019405056082315006,0.5636943750000114,tw_gated_offline,context_noise_refinement
tw,20262073,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6982.756041489816,698275.6041489816,903774.0752227531,77.26218568250894,205498.47107377148,0.48,0.74,0.15854244549490226,0.019417794790760026,0.5626444589999551,tw_gated_offline,context_noise_refinement
tw,20262074,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3416.4556272249947,341645.5627224995,505379.48814132664,67.60178652659528,163733.92541882716,0.4,0.63,0.16516500909170637,0.01958113222061975,0.5633313750000184,tw_gated_offline,context_noise_refinement
tw,20262075,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,8953.631620320328,895363.1620320329,1327855.9933222276,67.42923679486358,432492.83129019476,0.52,0.7,0.16294047427073907,0.018647069797281556,0.564809500000024,tw_gated_offline,context_noise_refinement
tw,20262076,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5927.406923596262,592740.6923596262,1022561.2243189192,57.96627901223453,429820.53195929306,0.42,0.65,0.161494980285505,0.019059342877191406,0.565707792000012,tw_gated_offline,context_noise_refinement
tw,20262077,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,6259.166601470101,625916.6601470101,936718.6649156122,66.82013325776936,310802.0047686021,0.48,0.73,0.1552614965847773,0.018368685805724084,0.5667104999999992,tw_gated_offline,context_noise_refinement
tw,20262078,100,20,2,0.0,0.45,0.0,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,4911.505310387414,491150.53103874146,846228.9360934363,58.0399121431734,355078.40505469486,0.5,0.81,0.15460113256795568,0.0183612584970394,0.5686831250000068,tw_gated_offline,context_noise_refinement
tw,20263025,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,2478.494465077155,247849.44650771547,976134.1313893956,25.390921036121863,728284.6848816801,0.19,0.36,0.1589090624273477,0.0185331473153721,0.7104947499999952,tw_gated_offline_low_rank,context_noise_refinement
tw,20263026,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7446.926037273841,744692.6037273841,1008900.468503638,73.81229635385968,264207.86477625393,0.53,0.67,0.1564550846686639,0.018481839790384,0.7090594999999951,tw_gated_offline_low_rank,context_noise_refinement
tw,20263027,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,4243.146100100669,424314.6100100669,1175212.8367133013,36.1053416670244,750898.2267032342,0.59,0.82,0.1577236602219554,0.0186558060197794,0.709973957999992,tw_gated_offline_low_rank,context_noise_refinement
tw,20263028,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,6566.719837634324,656671.9837634324,960666.352456188,68.35588465074095,303994.3686927556,0.39,0.61,0.15652311638138772,0.018370401529076385,0.6887795420000202,tw_gated_offline_low_rank,context_noise_refinement
tw,20263029,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3202.3749290476308,320237.4929047631,668090.1347956083,47.93327669817108,347852.64189084526,0.26,0.55,0.15709526697895432,0.019135748659302624,0.6933627090000414,tw_gated_offline_low_rank,context_noise_refinement
tw,20263030,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3237.5768199797003,323757.68199797004,518553.4084853766,62.43478042958426,194795.7264874066,0.31,0.63,0.15865738688870593,0.018601087156401935,0.691396415999975,tw_gated_offline_low_rank,context_noise_refinement
tw,20263031,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3826.7156394772614,382671.56394772616,1254896.4534285923,30.494274081515,872224.8894808661,0.17,0.52,0.15716302307129265,0.018340598086765015,0.6860379999999964,tw_gated_offline_low_rank,context_noise_refinement
tw,20263032,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,8653.653673143055,865365.3673143055,1089107.5749131402,79.45637210202318,223742.20759883465,0.52,0.72,0.15720095871734355,0.018407400793560135,0.6884112500000015,tw_gated_offline_low_rank,context_noise_refinement
tw,20263033,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,4764.30092458579,476430.092458579,868643.573557106,54.847593070606855,392213.481098527,0.33,0.52,0.1526416813755436,0.018756328543211125,0.6911783749999927,tw_gated_offline_low_rank,context_noise_refinement
tw,20263034,100,20,2,0.0,0.45,0.0,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,5542.470078641912,554247.0078641912,814449.553770863,68.05172957589009,260202.5459066718,0.55,0.67,0.15862952490466986,0.01869419523156295,0.6907888329999992,tw_gated_offline_low_rank,context_noise_refinement
tw,20262349,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8845.287970605283,884528.7970605282,1128926.547713142,78.35131513669438,244397.7506526137,0.55,0.74,0.078391636869604,3.06382336615886e-07,0.5785379170000056,tw_support_offline,context_noise_refinement
tw,20262350,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7062.253632908751,706225.3632908751,1058570.6869753576,66.7149933377397,352345.3236844825,0.47,0.63,0.0899293204638795,2.942500386104725e-07,0.5736831660000092,tw_support_offline,context_noise_refinement
tw,20262351,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,2831.263088243656,283126.30882436555,925169.3326597128,30.602647410547323,642043.0238353473,0.35,0.55,0.0967216847929242,2.984504939434692e-07,0.5708620000000053,tw_support_offline,context_noise_refinement
tw,20262352,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7380.526452337609,738052.6452337609,1076495.7347812653,68.56066600056961,338443.0895475043,0.44,0.66,0.09010682896218726,3.043512273490367e-07,0.5602098330000445,tw_support_offline,context_noise_refinement
tw,20262353,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6970.365844824525,697036.5844824525,831480.1357453577,83.83081621758924,134443.55126290524,0.54,0.74,0.0847828722792402,3.0919665064265365e-07,0.5601694999999722,tw_support_offline,context_noise_refinement
tw,20262354,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3516.9107113668397,351691.071136684,508768.0715563118,69.12601061243244,157077.00041962782,0.48,0.67,0.09422877175104176,3.0810384316396163e-07,0.5586644170000454,tw_support_offline,context_noise_refinement
tw,20262355,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4353.23625050756,435323.625050756,1128343.9687083845,38.58075525932672,693020.3436576286,0.23,0.48,0.08803494450004824,3.1130733944361274e-07,0.5606063750000203,tw_support_offline,context_noise_refinement
tw,20262356,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,8808.72232781558,880872.2327815581,1038822.4086541487,84.7952667793118,157950.17587259063,0.53,0.72,0.09279019552235186,3.0021565600207316e-07,0.5590510829999857,tw_support_offline,context_noise_refinement
tw,20262357,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3304.8859942375816,330488.59942375816,909869.9086506485,36.32262110018321,579381.3092268903,0.26,0.4,0.09110430049609716,2.965741056903991e-07,0.5603839580000454,tw_support_offline,context_noise_refinement
tw,20262358,100,20,2,0.0,0.45,0.0,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4029.527354306681,402952.7354306681,781763.3032858078,51.54408421795044,378810.5678551397,0.37,0.51,0.09996171535513415,2.8907500475488775e-07,0.5597095420000073,tw_support_offline,context_noise_refinement
exp4,20261395,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8866.444154296192,886644.4154296193,1089025.1563699297,81.41633921341997,202380.7409403104,0.6,0.82,0.2536310227388341,0.0315905509136607,0.5992411659999988,exp4_dense,context_noise_refinement
exp4,20261396,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6392.1688827747685,639216.8882774769,807680.7136203003,79.14227460159212,168463.8253428234,0.51,0.75,0.2740682320496276,0.0350741992988783,0.5979095000000143,exp4_dense,context_noise_refinement
exp4,20261397,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13056.344138138193,1305634.4138138192,1523813.5698862418,85.6820309003607,218179.15607242263,0.6,0.79,0.2541968669942365,0.0315530678704715,0.5975241249999783,exp4_dense,context_noise_refinement
exp4,20261398,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7285.500901827569,728550.0901827569,1040521.8280165466,70.01776133534139,311971.73783378967,0.5,0.7,0.24882596290173634,0.029390632429862097,0.5781830000000241,exp4_dense,context_noise_refinement
exp4,20261399,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4834.024616235833,483402.4616235832,832852.6621947464,58.04177420165932,349450.2005711632,0.43,0.64,0.24862109001194008,0.030273215649463867,0.5830667089999793,exp4_dense,context_noise_refinement
exp4,20261400,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2372.8788862029296,237287.88862029294,493802.8779044632,48.053160327308056,256514.98928417027,0.28,0.52,0.2582248693103954,0.033844649881739755,0.5788572920000092,exp4_dense,context_noise_refinement
exp4,20261401,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8994.174653336911,899417.4653336912,1230026.3408085234,73.12180524056781,330608.87547483214,0.39,0.54,0.2678620065716691,0.03299529686512568,0.5826115419999951,exp4_dense,context_noise_refinement
exp4,20261402,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6399.556122064627,639955.6122064627,1024541.7703734974,62.46261799293614,384586.15816703474,0.4,0.58,0.2535997761252438,0.03185369282801522,0.5768259999999827,exp4_dense,context_noise_refinement
exp4,20261403,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7239.981589923674,723998.1589923673,828452.3214586265,87.39165070086949,104454.16246625921,0.54,0.77,0.26706954936949223,0.03306111347837453,0.5799272079999582,exp4_dense,context_noise_refinement
exp4,20261404,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5793.058596143479,579305.8596143479,710427.2023848088,81.54331051368752,131121.34277046088,0.44,0.68,0.2511617505449528,0.03154814962339926,0.5849872080000296,exp4_dense,context_noise_refinement
global_ucb_tw,20262374,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5666.096966035988,566609.6966035988,1024766.0831477786,55.29161297602094,458156.3865441799,0.29,0.58,0.2521739472260754,0.029694517520837,0.585037916999994,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262375,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4490.467805707249,449046.78057072486,1039397.6365777254,43.20259780936546,590350.8560070005,0.31,0.56,0.2474269025012322,0.0293852983678233,0.588649208999982,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262376,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,10174.048810541452,1017404.8810541452,1383833.1422294655,73.52077718091249,366428.2611753204,0.41,0.6,0.2513837399827865,0.0299421412713138,0.5933876670000018,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262377,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6118.662923478085,611866.2923478085,890440.594812901,68.71500422511325,278574.3024650925,0.39,0.66,0.24167648997004934,0.0291437555153675,0.5721315419999655,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262378,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6044.533513880094,604453.3513880094,817512.2398924858,73.93814084881511,213058.8885044764,0.41,0.65,0.25452635947815083,0.030253238004664538,0.575186666000036,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262379,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3399.7791366545844,339977.91366545844,503664.0645107938,67.50092722927873,163686.15084533533,0.46,0.67,0.23706480358589474,0.028790458075764778,0.5749504579999893,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262380,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5580.342564105623,558034.2564105623,1224766.2261596296,45.562511807688516,666731.9697490673,0.28,0.5,0.23556181903440354,0.027799538074859045,0.5728308750000224,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262381,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6457.222086808287,645722.2086808287,953875.6466117916,67.69459006260014,308153.4379309629,0.29,0.52,0.2594672486450636,0.030637360816390773,0.5729615000000194,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262382,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4244.436152104234,424443.61521042336,784139.4194678651,54.12859048693924,359695.8042574418,0.32,0.51,0.2585824935044754,0.030608018309159536,0.5762991249999914,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262383,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3582.8094690236244,358280.94690236246,781819.7815441308,45.82653897484415,423538.8346417683,0.33,0.48,0.25367183294675727,0.029520231868306046,0.5739235830000098,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6385.936722345679,638593.6722345679,891338.6519518938,71.64433751819766,252744.97971732588,0.41,0.72,0.2593452305372694,0.0306865897614827,0.5878396249999867,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7654.459428947746,765445.9428947746,1054007.2186775515,72.62245735424557,288561.2757827769,0.51,0.66,0.251639924839487,0.0301972738388572,0.5922062079999932,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262274,100,20,2,0.0,0.45,0.1,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2946.4484120000484,294644.84120000486,826173.3889660615,35.66380194946083,531528.5477660566,0.19,0.47,0.2390818578172424,0.0284937442490937,0.5909705419999796,local_ucb_tw_dense,context_noise_refinement
